Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44,No,Non-Travel,752,Sales,7,4,Marketing,1,139,2,Male,37,1,1,Research Director,1,Divorced,5352,9843,0,Y,No,12,3,3,80,0,25,2,3,2,2,1,0
26,No,Travel_Rarely,1206,Sales,7,2,Life Sciences,1,140,3,Male,95,3,1,Laboratory Technician,2,Married,4243,22866,1,Y,No,19,3,4,80,1,5,1,3,2,0,0,2
39,No,Travel_Rarely,1086,Sales,2,4,Life Sciences,1,141,3,Male,54,3,3,Sales Executive,4,Divorced,8903,13653,7,Y,Yes,15,3,3,80,1,19,0,1,19,2,1,0
49,No,Travel_Rarely,373,Sales,5,3,Medical,1,142,1,Male,100,2,1,Laboratory Technician,3,Single,6788,3596,1,Y,No,19,3,3,80,1,29,2,3,3,3,1,3
23,Yes,Non-Travel,815,Human Resources,18,5,Medical,1,143,4,Female,99,1,1,Manager,3,Married,4378,8942,9,Y,Yes,17,3,3,80,2,2,4,2,2,0,0,1
39,No,Non-Travel,722,Sales,2,3,Marketing,1,144,2,Male,85,3,2,Human Resources,4,Single,6998,7788,0,Y,No,16,3,3,80,1,21,0,3,7,3,1,2
39,No,Travel_Rarely,694,Research & Development,23,2,Life Sciences,1,145,3,Male,31,4,2,Laboratory Technician,3,Divorced,6962,24197,3,Y,No,17,3,2,80,2,18,3,2,6,1,1,0
44,No,Travel_Frequently,860,Research & Development,11,3,Life Sciences,1,146,2,Male,68,4,4,Research Scientist,4,Divorced,12027,18218,2,Y,Yes,18,3,3,80,1,26,3,1,17,6,2,2
26,No,Travel_Rarely,1474,Research & Development,6,2,Other,1,147,4,Female,36,3,1,Sales Representative,2,Divorced,3427,16050,2,Y,No,18,3,2,80,0,8,2,3,8,1,0,1
25,No,Travel_Rarely,1238,Sales,8,5,Life Sciences,1,148,3,Female,93,3,2,Sales Executive,4,Divorced,5813,14712,9,Y,No,14,3,4,80,0,5,1,3,4,1,1,0
42,No,Travel_Rarely,1364,Research & Development,2,1,Technical Degree,1,149,4,Male,85,3,1,Manufacturing Director,1,Single,6084,18285,0,Y,Yes,16,3,4,80,1,23,5,3,14,3,3,1
40,No,Travel_Rarely,143,Research & Development,3,4,Technical Degree,1,150,2,Female,98,3,2,Research Scientist,4,Married,6347,20894,6,Y,Yes,20,4,3,80,2,20,2,2,1,1,1,1
39,No,Travel_Rarely,298,Research & Development,4,3,Marketing,1,151,1,Male,73,3,2,Sales Executive,3,Single,4287,15901,3,Y,Yes,15,3,4,80,0,19,1,4,6,1,0,6
40,No,Travel_Rarely,220,Research & Development,5,3,Life Sciences,1,152,3,Male,67,3,1,Research Scientist,1,Single,6477,25462,1,Y,Yes,14,3,4,80,1,19,3,1,19,2,2,1
31,No,Travel_Rarely,470,Human Resources,23,2,Technical Degree,1,153,3,Male,66,3,1,Research Scientist,2,Single,4584,26422,6,Y,No,13,3,4,80,0,10,2,4,7,1,1,2
39,Yes,Travel_Rarely,719,Research & Development,5,4,Marketing,1,154,1,Male,57,1,1,Manufacturing Director,2,Married,4474,26883,1,Y,Yes,18,3,2,80,0,21,2,3,12,2,1,12
40,No,Travel_Rarely,999,Research & Development,8,3,Medical,1,155,2,Male,63,2,1,Research Director,1,Single,6056,18765,4,Y,Yes,14,3,4,80,1,19,0,2,7,3,1,5
31,No,Travel_Rarely,802,Research & Development,3,3,Life Sciences,1,156,4,Female,74,3,2,Research Scientist,3,Single,6473,25321,1,Y,No,16,3,3,80,0,13,6,3,13,3,3,13
54,No,Travel_Rarely,1364,Sales,13,5,Life Sciences,1,157,1,Female,95,4,3,Manager,4,Single,9452,12168,5,Y,No,14,3,4,80,1,36,2,4,20,3,3,10
41,No,Travel_Rarely,1415,Research & Development,8,3,Life Sciences,1,158,3,Female,72,4,2,Sales Executive,3,Single,7656,23502,3,Y,No,19,3,2,80,2,22,6,3,2,1,1,2
26,No,Travel_Rarely,330,Sales,6,3,Medical,1,159,3,Male,90,3,1,Laboratory Technician,3,Divorced,4401,24737,0,Y,Yes,15,3,4,80,3,7,2,2,1,0,0,1
43,No,Travel_Rarely,1294,Research & Development,27,3,Medical,1,160,3,Male,90,2,1,Sales Executive,1,Married,5149,24612,3,Y,No,19,4,3,80,0,23,2,3,5,4,4,0
28,Yes,Travel_Rarely,775,Research & Development,21,2,Life Sciences,1,161,1,Female,66,3,2,Research Director,1,Divorced,5704,22786,1,Y,Yes,19,4,4,80,1,9,5,3,8,6,0,2
44,No,Travel_Rarely,735,Research & Development,11,5,Medical,1,162,3,Male,54,3,1,Healthcare Representative,3,Married,5059,12220,1,Y,No,15,3,4,80,3,26,2,3,2,1,1,2
47,Yes,Travel_Rarely,1199,Research & Development,24,3,Life Sciences,1,163,1,Male,75,3,1,Manufacturing Director,4,Single,6468,6052,0,Y,Yes,19,3,2,80,0,26,2,4,0,0,0,0
30,No,Travel_Rarely,232,Research & Development,8,2,Medical,1,164,2,Male,61,1,1,Manager,4,Divorced,3681,10411,0,Y,No,14,3,2,80,0,11,1,2,3,2,1,3
46,No,Travel_Frequently,1335,Research & Development,17,3,Human Resources,1,165,3,Female,36,3,4,Manufacturing Director,2,Married,10722,21203,1,Y,Yes,16,3,4,80,3,27,5,3,24,2,2,4
41,No,Travel_Rarely,1039,Research & Development,6,3,Life Sciences,1,166,4,Male,56,1,3,Research Director,3,Single,9241,7894,2,Y,Yes,13,3,3,80,0,22,1,3,8,3,1,1
44,No,Travel_Rarely,1325,Research & Development,2,3,Life Sciences,1,167,1,Male,100,3,1,Healthcare Representative,3,Single,6967,14005,2,Y,No,17,4,3,80,3,25,3,4,4,0,0,4
54,No,Travel_Rarely,1491,Sales,29,4,Life Sciences,1,168,2,Female,33,3,1,Research Director,3,Single,6786,16175,2,Y,No,16,3,4,80,1,36,2,3,1,1,1,1
35,No,Travel_Rarely,826,Research & Development,3,2,Medical,1,169,3,Male,79,3,2,Laboratory Technician,3,Single,7431,17133,1,Y,No,17,4,4,80,0,17,1,3,3,0,0,1
30,No,Travel_Rarely,232,Research & Development,4,3,Marketing,1,170,2,Male,89,3,1,Sales Executive,4,Married,4682,25398,3,Y,No,11,3,2,80,0,10,0,3,1,1,1,1
29,Yes,Travel_Rarely,335,Sales,3,4,Other,1,171,3,Male,75,2,2,Laboratory Technician,1,Married,6965,18568,3,Y,Yes,11,3,3,80,0,8,5,3,1,1,0,1
30,No,Travel_Rarely,554,Research & Development,5,2,Life Sciences,1,172,4,Male,70,3,2,Sales Executive,4,Single,7950,21677,1,Y,No,12,3,4,80,0,10,3,3,10,2,2,4
36,No,Non-Travel,247,Sales,4,4,Other,1,173,4,Female,80,3,2,Laboratory Technician,1,Single,6530,16586,5,Y,No,16,3,4,80,1,16,3,4,16,0,0,2
40,No,Travel_Rarely,1241,Research & Development,9,2,Life Sciences,1,174,2,Male,60,3,1,Laboratory Technician,3,Divorced,5491,22854,3,Y,No,17,3,2,80,1,21,2,3,1,1,1,1
39,No,Travel_Rarely,517,Research & Development,29,4,Medical,1,175,3,Male,36,2,2,Manufacturing Director,4,Single,7179,8661,3,Y,No,18,3,1,80,1,18,2,3,0,0,0,0
44,No,Travel_Rarely,1465,Research & Development,1,3,Life Sciences,1,176,4,Female,97,3,2,Sales Executive,3,Married,8024,7321,1,Y,Yes,14,3,2,80,0,25,3,2,3,3,0,3
37,No,Non-Travel,1084,Sales,15,4,Human Resources,1,177,1,Female,60,2,3,Sales Executive,1,Divorced,9026,25164,0,Y,No,16,4,4,80,2,19,3,3,4,2,2,1
50,No,Travel_Frequently,344,Sales,2,2,Medical,1,178,3,Female,77,3,2,Laboratory Technician,2,Single,7565,19365,5,Y,No,13,4,3,80,1,30,3,3,2,1,0,0
35,Yes,Travel_Rarely,767,Sales,1,2,Medical,1,179,2,Male,67,2,1,Research Director,3,Single,4914,18818,4,Y,No,19,3,3,80,2,14,2,1,3,3,1,3
60,No,Travel_Frequently,754,Research & Development,10,2,Technical Degree,1,180,2,Male,34,3,2,Research Scientist,1,Married,10745,13732,0,Y,Yes,13,3,1,80,2,40,6,3,2,2,0,0
43,No,Travel_Rarely,790,Research & Development,20,2,Life Sciences,1,181,4,Female,97,3,2,Laboratory Technician,3,Single,7691,11476,1,Y,No,19,3,1,80,0,23,1,3,10,6,2,6
29,No,Travel_Frequently,850,Research & Development,3,3,Life Sciences,1,182,4,Female,85,3,2,Healthcare Representative,2,Married,4711,15933,3,Y,Yes,14,4,3,80,0,8,1,2,8,1,1,1
27,No,Travel_Frequently,146,Research & Development,5,3,Technical Degree,1,183,3,Male,40,2,1,Manufacturing Director,4,Divorced,4044,5097,3,Y,No,20,3,3,80,3,7,5,2,7,1,1,3
41,No,Travel_Rarely,1061,Research & Development,3,3,Life Sciences,1,184,4,Male,99,1,1,Research Scientist,1,Single,5411,13419,5,Y,No,16,3,3,80,1,20,3,3,3,3,3,3
35,No,Travel_Rarely,783,Human Resources,22,4,Life Sciences,1,185,3,Male,82,3,2,Research Scientist,3,Married,6688,13435,0,Y,No,15,3,1,80,0,15,2,3,15,2,2,0
43,No,Travel_Rarely,1207,Research & Development,4,4,Medical,1,186,4,Female,63,2,3,Sales Executive,3,Married,9265,15501,1,Y,No,13,3,2,80,1,24,3,3,24,0,0,3
41,No,Travel_Rarely,1241,Research & Development,6,3,Medical,1,187,2,Male,73,2,1,Research Director,3,Single,5709,17901,0,Y,No,22,3,4,80,0,21,2,3,1,1,1,1
36,Yes,Travel_Rarely,424,Research & Development,21,3,Life Sciences,1,188,2,Male,37,3,1,Sales Executive,2,Married,5487,25936,1,Y,Yes,18,3,2,80,0,16,0,2,2,2,2,2
29,No,Travel_Frequently,170,Sales,8,3,Life Sciences,1,189,2,Male,69,3,2,Research Scientist,3,Single,6447,18336,0,Y,Yes,17,3,4,80,1,8,3,2,5,0,0,2
23,No,Travel_Rarely,1084,Sales,25,3,Life Sciences,1,190,3,Female,35,3,2,Sales Executive,3,Married,6520,24103,6,Y,Yes,16,3,1,80,0,2,2,3,1,1,1,1
33,Yes,Travel_Rarely,1468,Research & Development,24,4,Medical,1,191,2,Female,68,2,1,Research Scientist,1,Single,3724,15949,2,Y,Yes,13,4,2,80,3,14,1,2,4,2,2,4
45,Yes,Travel_Frequently,726,Sales,7,3,Human Resources,1,192,1,Male,69,3,1,Manager,4,Married,5518,17708,5,Y,Yes,17,3,3,80,2,24,2,3,6,5,0,6
39,No,Travel_Rarely,465,Research & Development,9,1,Other,1,193,4,Female,91,3,1,Sales Executive,4,Single,5667,3833,0,Y,No,15,3,4,80,1,19,2,3,5,1,1,4
26,No,Travel_Rarely,321,Research & Development,3,4,Medical,1,194,4,Female,81,3,1,Sales Executive,1,Divorced,4405,5413,1,Y,Yes,15,3,2,80,0,5,0,4,3,3,3,1
39,No,Travel_Rarely,504,Research & Development,29,2,Life Sciences,1,195,3,Male,47,2,2,Laboratory Technician,3,Single,6518,16531,1,Y,No,18,3,3,80,0,18,4,2,5,1,1,5
40,No,Travel_Rarely,560,Research & Development,4,5,Human Resources,1,196,4,Male,92,3,4,Sales Executive,3,Married,10294,11949,1,Y,No,16,3,3,80,0,19,3,3,19,3,3,2
29,Yes,Travel_Rarely,694,Sales,15,4,Medical,1,197,4,Male,70,3,1,Sales Executive,1,Married,3927,21988,4,Y,Yes,15,3,1,80,1,10,2,3,2,0,0,0
38,No,Travel_Rarely,1018,Research & Development,4,2,Life Sciences,1,198,3,Female,72,1,1,Manager,2,Married,6101,15622,1,Y,Yes,19,4,2,80,0,19,3,1,7,4,2,1
38,No,Non-Travel,484,Research & Development,4,2,Other,1,199,3,Male,42,3,1,Healthcare Representative,4,Married,3918,24067,1,Y,No,13,3,4,80,1,20,4,2,0,0,0,0
27,No,Travel_Frequently,173,Human Resources,2,3,Marketing,1,200,4,Female,90,3,1,Sales Representative,3,Married,3415,26310,0,Y,Yes,11,3,2,80,0,8,3,3,0,0,0,0
40,No,Travel_Rarely,623,Research & Development,8,3,Marketing,1,201,3,Female,95,3,1,Sales Representative,4,Married,5815,5771,0,Y,No,13,3,4,80,3,21,2,3,6,2,2,1
42,No,Travel_Rarely,1297,Research & Development,4,3,Marketing,1,202,1,Male,84,2,1,Manufacturing Director,3,Divorced,6075,11927,4,Y,No,15,3,4,80,3,23,1,3,1,1,1,0
47,No,Travel_Rarely,798,Research & Development,2,4,Life Sciences,1,203,2,Female,96,3,2,Sales Executive,1,Single,6492,18655,1,Y,Yes,17,3,1,80,1,27,4,4,0,0,0,0
46,No,Travel_Rarely,1450,Research & Development,3,3,Life Sciences,1,204,3,Male,51,3,2,Manager,1,Married,8341,9702,3,Y,Yes,13,4,3,80,1,28,2,3,1,1,0,0
25,No,Travel_Rarely,806,Sales,4,3,Marketing,1,205,4,Male,90,3,1,Manager,4,Divorced,4344,8744,3,Y,Yes,25,3,2,80,0,5,0,3,5,5,4,1
29,No,Travel_Rarely,487,Research & Development,7,1,Life Sciences,1,206,3,Female,64,3,2,Manager,3,Divorced,6813,22360,0,Y,Yes,16,3,2,80,0,10,3,3,9,2,2,0
42,No,Travel_Frequently,372,Research & Development,5,4,Medical,1,207,4,Female,41,3,1,Laboratory Technician,1,Divorced,5698,26510,0,Y,Yes,15,3,1,80,2,23,1,3,2,2,1,0
42,No,Travel_Rarely,1072,Research & Development,2,2,Marketing,1,208,4,Male,77,3,3,Research Scientist,3,Married,9660,21366,4,Y,No,11,3,3,80,1,24,6,2,8,1,1,1
42,No,Travel_Rarely,851,Research & Development,8,4,Marketing,1,209,2,Female,78,3,1,Manager,4,Single,6088,15136,3,Y,Yes,11,3,4,80,0,24,4,3,1,1,1,1
60,No,Travel_Frequently,946,Research & Development,15,3,Medical,1,210,3,Female,50,2,1,Healthcare Representative,4,Married,7298,13115,1,Y,No,11,3,3,80,1,39,3,3,7,0,0,7
42,No,Travel_Rarely,1157,Research & Development,9,3,Technical Degree,1,211,2,Male,32,3,1,Human Resources,2,Married,5835,15534,0,Y,No,19,3,4,80,3,23,4,2,4,1,1,4
47,No,Travel_Rarely,1116,Research & Development,29,4,Technical Degree,1,212,3,Female,44,3,2,Sales Executive,2,Married,7772,13621,0,Y,No,19,4,1,80,0,28,2,2,7,4,1,6
46,No,Travel_Rarely,163,Sales,2,4,Medical,1,213,4,Male,58,1,4,Research Scientist,4,Married,11216,14618,1,Y,Yes,15,4,2,80,0,26,4,1,26,6,3,1
43,No,Travel_Rarely,1223,Research & Development,16,3,Life Sciences,1,214,3,Male,42,2,4,Sales Executive,4,Divorced,11144,7161,0,Y,Yes,11,3,2,80,3,22,3,3,19,5,3,1
34,Yes,Travel_Frequently,846,Sales,7,2,Life Sciences,1,215,4,Male,44,1,1,Manager,2,Married,5660,24602,1,Y,Yes,14,3,2,80,0,15,0,2,0,0,0,0
44,No,Travel_Rarely,649,Sales,8,4,Life Sciences,1,216,2,Female,57,3,2,Sales Executive,4,Divorced,9092,20886,1,Y,No,19,3,1,80,0,24,5,3,15,2,2,5
30,No,Travel_Frequently,853,Research & Development,8,3,Life Sciences,1,217,4,Female,97,3,2,Sales Executive,1,Married,6983,19054,0,Y,No,13,3,3,80,0,12,4,3,0,0,0,0
35,No,Non-Travel,958,Research & Development,5,2,Life Sciences,1,218,2,Male,83,4,3,Human Resources,1,Married,8902,25752,0,Y,Yes,12,3,4,80,2,15,5,3,15,1,1,2
33,Yes,Non-Travel,311,Research & Development,5,5,Life Sciences,1,219,3,Male,52,4,1,Sales Executive,1,Married,5892,9177,6,Y,Yes,14,3,4,80,2,14,3,3,2,2,0,1
38,No,Non-Travel,685,Sales,10,2,Medical,1,220,3,Female,97,3,2,Manager,1,Married,7357,4115,2,Y,Yes,14,3,1,80,0,18,2,3,3,3,1,1
58,Yes,Travel_Rarely,571,Research & Development,1,1,Human Resources,1,221,3,Male,75,3,1,Research Scientist,4,Single,5992,22669,7,Y,No,17,3,4,80,0,38,2,3,1,1,1,1
20,No,Travel_Rarely,592,Research & Development,9,1,Life Sciences,1,222,1,Female,62,3,1,Manager,3,Single,3213,26960,1,Y,No,11,3,4,80,0,0,1,3,0,0,0,0
43,No,Travel_Rarely,230,Research & Development,13,4,Marketing,1,223,2,Female,63,3,1,Laboratory Technician,2,Divorced,7023,16500,3,Y,No,16,4,3,80,0,22,1,3,9,6,1,5
22,No,Travel_Rarely,325,Research & Development,5,4,Marketing,1,224,3,Male,59,3,3,Sales Representative,4,Single,7149,3559,1,Y,No,13,3,1,80,0,4,2,2,4,1,1,3
33,No,Travel_Frequently,328,Research & Development,3,3,Life Sciences,1,225,3,Female,46,3,1,Research Director,4,Married,5216,21532,2,Y,No,13,3,4,80,0,12,3,2,7,1,0,6
47,No,Travel_Rarely,623,Research & Development,3,3,Other,1,226,3,Male,57,2,3,Sales Executive,1,Married,8769,3931,0,Y,Yes,17,3,3,80,0,27,3,3,9,5,2,3
38,No,Non-Travel,1352,Research & Development,2,3,Medical,1,227,3,Female,67,1,1,Sales Executive,3,Married,6187,15543,0,Y,No,11,3,4,80,3,17,2,3,10,2,2,9
27,No,Travel_Frequently,390,Sales,2,4,Life Sciences,1,228,4,Female,67,3,1,Research Scientist,4,Married,4072,9006,7,Y,Yes,16,3,3,80,0,8,2,2,2,2,2,1
31,No,Non-Travel,683,Research & Development,3,2,Marketing,1,229,4,Female,83,2,1,Manufacturing Director,4,Single,4746,24883,2,Y,No,16,3,3,80,0,11,2,3,0,0,0,0
43,Yes,Travel_Frequently,537,Research & Development,1,5,Life Sciences,1,230,2,Male,55,3,1,Sales Representative,4,Married,5457,13334,7,Y,No,17,3,2,80,0,23,3,4,0,0,0,0
30,No,Travel_Rarely,1202,Research & Development,4,3,Marketing,1,231,2,Female,80,4,2,Laboratory Technician,1,Married,6804,24470,1,Y,No,17,4,4,80,1,10,6,3,3,3,0,1
39,No,Travel_Rarely,172,Sales,4,5,Life Sciences,1,232,3,Male,70,2,2,Manufacturing Director,2,Married,7337,9543,1,Y,No,17,3,2,80,0,20,3,3,2,2,2,2
37,Yes,Travel_Rarely,377,Research & Development,29,2,Technical Degree,1,233,1,Male,97,3,2,Sales Executive,4,Single,7688,11741,1,Y,No,17,3,1,80,1,17,0,1,0,0,0,0
31,No,Travel_Rarely,396,Research & Development,29,4,Medical,1,234,2,Male,57,3,2,Manager,4,Married,6924,25682,3,Y,No,12,3,3,80,1,10,2,3,1,1,1,1
56,No,Travel_Rarely,1489,Research & Development,3,3,Medical,1,235,2,Male,93,3,1,Research Director,2,Single,6985,7108,2,Y,Yes,19,3,3,80,3,37,3,3,1,1,1,1
43,No,Travel_Frequently,899,Sales,3,2,Life Sciences,1,236,2,Male,87,4,2,Research Scientist,1,Single,7961,16502,6,Y,Yes,11,4,2,80,1,23,2,2,17,3,3,2
19,No,Travel_Frequently,296,Human Resources,7,4,Medical,1,237,3,Female,75,4,2,Laboratory Technician,4,Single,6160,11770,0,Y,No,16,3,3,80,0,0,5,4,0,0,0,0
39,No,Travel_Rarely,482,Research & Development,2,4,Marketing,1,238,3,Female,76,2,1,Sales Executive,2,Single,4922,21375,3,Y,No,13,3,3,80,0,18,0,3,5,5,5,3
31,Yes,Travel_Rarely,336,Research & Development,7,3,Medical,1,239,2,Male,36,1,2,Laboratory Technician,2,Divorced,6261,5314,1,Y,No,11,3,3,80,1,13,2,3,6,5,5,0
45,No,Travel_Rarely,276,Sales,6,4,Medical,1,240,4,Female,97,4,2,Laboratory Technician,2,Single,8762,12983,0,Y,Yes,13,3,1,80,0,24,2,4,5,1,1,2
30,No,Travel_Rarely,1216,Research & Development,5,3,Medical,1,241,4,Male,37,4,2,Sales Executive,3,Divorced,6885,19501,2,Y,No,15,3,3,80,0,9,3,3,1,1,0,0
36,No,Travel_Rarely,795,Research & Development,17,4,Human Resources,1,242,4,Female,69,3,2,Laboratory Technician,2,Divorced,7364,12231,2,Y,No,19,3,1,80,3,18,2,3,3,3,1,3
42,Yes,Travel_Rarely,984,Sales,17,3,Medical,1,243,3,Female,53,1,1,Research Scientist,3,Married,5079,3552,0,Y,Yes,20,3,2,80,2,24,1,2,0,0,0,0
45,Yes,Travel_Rarely,565,Sales,29,3,Technical Degree,1,244,1,Male,60,3,3,Laboratory Technician,1,Single,8049,19655,1,Y,Yes,15,3,4,80,2,26,2,3,4,1,0,2
26,No,Travel_Rarely,876,Research & Development,3,3,Technical Degree,1,245,1,Female,73,3,2,Laboratory Technician,4,Married,5766,14626,1,Y,Yes,11,3,2,80,2,5,2,1,1,1,0,1
34,No,Travel_Rarely,462,Sales,21,3,Medical,1,246,2,Male,94,4,2,Sales Executive,4,Divorced,6438,2376,1,Y,No,11,3,2,80,1,15,6,2,6,4,0,0
33,No,Travel_Rarely,532,Sales,8,5,Life Sciences,1,247,2,Male,62,3,1,Healthcare Representative,4,Married,4672,17352,1,Y,No,17,4,3,80,1,14,2,3,8,3,3,1
31,No,Travel_Rarely,1013,Research & Development,9,2,Life Sciences,1,248,4,Female,99,3,1,Healthcare Representative,4,Single,5362,25004,0,Y,No,17,3,2,80,0,11,1,1,5,2,1,2
53,No,Travel_Rarely,312,Research & Development,21,2,Technical Degree,1,249,4,Male,71,3,1,Research Scientist,3,Married,7742,4859,0,Y,No,13,3,2,80,3,34,2,3,4,4,1,1
41,No,Travel_Rarely,964,Sales,27,3,Life Sciences,1,250,4,Male,41,3,1,Sales Executive,2,Divorced,6448,16805,9,Y,Yes,11,3,3,80,0,22,2,3,3,3,0,1
26,Yes,Non-Travel,1293,Research & Development,13,4,Medical,1,251,3,Male,43,3,1,Healthcare Representative,1,Divorced,3875,20241,7,Y,No,18,3,4,80,1,7,3,3,7,3,3,7
45,Yes,Travel_Rarely,270,Sales,5,2,Technical Degree,1,252,3,Female,80,1,2,Research Director,1,Single,8111,3857,2,Y,Yes,11,3,4,80,0,26,2,2,2,2,1,2
56,No,Travel_Rarely,1356,Sales,7,3,Life Sciences,1,253,4,Male,34,3,3,Research Scientist,2,Married,10050,2657,9,Y,Yes,14,3,3,80,0,38,3,2,9,1,1,6
46,No,Travel_Frequently,213,Sales,10,5,Medical,1,254,4,Male,64,3,2,Research Scientist,3,Single,6127,13655,3,Y,Yes,16,4,3,80,1,25,5,3,10,6,2,8
23,No,Travel_Rarely,589,Research & Development,17,3,Life Sciences,1,255,3,Female,40,3,4,Sales Executive,4,Single,9379,21799,0,Y,No,11,3,4,80,0,3,2,3,3,3,2,1
33,No,Non-Travel,955,Sales,11,4,Life Sciences,1,256,1,Female,60,4,2,Laboratory Technician,3,Divorced,7809,6097,0,Y,No,18,3,2,80,1,15,4,1,2,2,1,1
48,No,Travel_Rarely,884,Sales,5,4,Technical Degree,1,257,2,Male,82,3,1,Sales Executive,3,Single,5772,22930,6,Y,No,22,3,1,80,1,28,5,3,4,2,2,1
31,No,Travel_Rarely,237,Research & Development,6,3,Life Sciences,1,258,3,Male,62,3,2,Research Scientist,4,Single,7147,18446,2,Y,No,15,3,3,80,1,11,2,3,1,1,1,1
41,Yes,Travel_Rarely,1218,Research & Development,1,5,Life Sciences,1,259,2,Male,41,3,1,Healthcare Representative,1,Single,5108,10367,5,Y,No,15,3,3,80,0,23,1,2,0,0,0,0
44,No,Travel_Rarely,1461,Sales,24,4,Technical Degree,1,260,4,Male,48,3,1,Laboratory Technician,4,Divorced,6351,14941,6,Y,No,15,4,4,80,0,25,4,3,1,1,1,1
29,No,Travel_Rarely,355,Research & Development,2,3,Life Sciences,1,261,3,Male,56,3,1,Research Scientist,3,Divorced,4485,26142,1,Y,No,16,3,2,80,2,11,3,3,1,1,0,1
36,No,Travel_Rarely,1352,Sales,9,3,Other,1,262,3,Female,35,3,1,Laboratory Technician,2,Married,6299,7484,0,Y,No,13,3,2,80,0,16,2,4,5,2,2,2
18,Yes,Travel_Rarely,880,Research & Development,19,4,Other,1,263,1,Female,71,4,1,Laboratory Technician,4,Married,3549,14535,1,Y,Yes,12,3,4,80,0,0,2,2,0,0,0,0
28,No,Travel_Rarely,1409,Research & Development,6,3,Life Sciences,1,264,3,Female,73,3,1,Sales Executive,3,Single,4086,17647,0,Y,Yes,14,3,3,80,1,9,3,3,2,2,0,2
35,No,Travel_Rarely,348,Research & Development,15,4,Life Sciences,1,265,3,Male,34,2,3,Sales Executive,3,Married,9937,5531,1,Y,No,15,3,3,80,2,17,1,4,17,3,0,1
26,No,Travel_Rarely,1208,Research & Development,16,3,Marketing,1,266,3,Female,58,2,1,Sales Representative,3,Married,3739,3178,1,Y,No,12,3,1,80,1,5,3,3,5,1,1,5
52,No,Travel_Rarely,186,Research & Development,2,3,Medical,1,267,3,Male,59,3,2,Sales Executive,4,Single,8330,2429,0,Y,Yes,11,3,2,80,0,32,3,3,22,12,3,2
24,No,Travel_Rarely,1336,Sales,6,2,Life Sciences,1,268,4,Female,53,3,3,Healthcare Representative,1,Married,7424,10180,0,Y,Yes,14,3,1,80,2,6,4,1,6,6,1,4
33,No,Travel_Rarely,1044,Research & Development,12,1,Marketing,1,269,3,Female,69,3,1,Research Director,4,Divorced,5659,3936,1,Y,Yes,11,3,3,80,2,14,3,4,3,3,2,3
38,No,Travel_Frequently,619,Sales,6,1,Life Sciences,1,270,3,Male,54,2,1,Research Scientist,4,Single,6358,22112,1,Y,No,17,3,4,80,1,19,3,3,1,1,0,1
50,No,Travel_Rarely,368,Research & Development,8,4,Technical Degree,1,271,4,Female,59,4,1,Research Scientist,3,Single,5580,26932,2,Y,No,11,3,4,80,0,29,3,3,6,2,1,0
24,No,Travel_Rarely,1243,Human Resources,9,4,Life Sciences,1,272,4,Male,86,2,3,Laboratory Technician,3,Single,8157,3621,1,Y,Yes,11,3,3,80,1,4,2,2,4,0,0,1
47,No,Travel_Rarely,945,Human Resources,2,4,Life Sciences,1,273,2,Female,41,3,3,Sales Representative,4,Single,9991,12871,3,Y,No,19,3,4,80,1,26,3,2,13,2,1,2
37,No,Travel_Rarely,606,Research & Development,6,4,Life Sciences,1,274,4,Male,73,1,3,Research Director,2,Divorced,8781,2735,7,Y,No,14,3,3,80,1,16,3,3,16,0,0,2
28,No,Non-Travel,722,Research & Development,1,4,Other,1,275,2,Male,65,3,1,Healthcare Representative,4,Married,5580,5431,0,Y,Yes,16,3,3,80,2,7,4,3,5,2,1,3
41,No,Travel_Rarely,1257,Research & Development,2,3,Marketing,1,276,3,Female,51,3,3,Sales Executive,3,Married,10214,10136,0,Y,No,15,3,2,80,2,20,3,3,3,3,1,3
39,No,Travel_Rarely,575,Sales,7,4,Technical Degree,1,277,1,Male,81,3,1,Manufacturing Director,3,Married,4718,11899,5,Y,No,13,3,3,80,0,20,3,3,1,1,1,0
32,No,Travel_Rarely,227,Research & Development,9,3,Life Sciences,1,278,3,Female,69,3,1,Research Scientist,3,Single,5727,25499,2,Y,No,18,4,2,80,2,12,1,3,0,0,0,0
38,No,Travel_Frequently,1375,Research & Development,2,5,Life Sciences,1,279,3,Male,63,3,1,Laboratory Technician,3,Married,5565,11952,4,Y,No,13,3,3,80,0,17,5,3,5,5,1,1
34,Yes,Travel_Rarely,643,Research & Development,14,4,Life Sciences,1,280,3,Female,77,3,2,Sales Executive,1,Married,6915,14454,1,Y,Yes,13,3,4,80,0,14,2,3,6,0,0,6
